Repeat,Feature,Score,Tumor type,Cohort
Repeat33,YWHAB,0.06565656565656564,LC,validation
Repeat86,YWHAB,0.06060606060606066,LC,validation
Repeat30,YWHAB,0.07575757575757569,LC,validation
Repeat25,YWHAB,0.06565656565656564,LC,validation
Repeat96,YWHAB,0.03535353535353536,LC,validation
Repeat24,YWHAB,0.09090909090909083,LC,validation
Repeat27,YWHAB,0.06060606060606066,LC,validation
Repeat84,YWHAB,0.08585858585858586,LC,validation
Repeat83,YWHAB,0.08080808080808077,LC,validation
Repeat28,YWHAB,0.06565656565656564,LC,validation
Repeat31,YWHAB,0.0757575757575758,LC,validation
Repeat29,YWHAB,0.06060606060606055,LC,validation
Repeat88,YWHAB,0.06565656565656564,LC,validation
Repeat97,YWHAB,0.08585858585858575,LC,validation
Repeat32,YWHAB,0.06060606060606055,LC,validation
Repeat61,YWHAB,0.08585858585858575,LC,validation
Repeat34,YWHAB,0.08080808080808077,LC,validation
Repeat48,YWHAB,0.09595959595959591,LC,validation
Repeat49,YWHAB,0.06565656565656564,LC,validation
Repeat94,YWHAB,0.07070707070707072,LC,validation
Repeat50,YWHAB,0.09595959595959602,LC,validation
Repeat70,YWHAB,0.08585858585858575,LC,validation
Repeat51,YWHAB,0.06565656565656564,LC,validation
Repeat69,YWHAB,0.08080808080808077,LC,validation
Repeat52,YWHAB,0.06565656565656564,LC,validation
Repeat53,YWHAB,0.06060606060606055,LC,validation
Repeat68,YWHAB,0.07070707070707061,LC,validation
Repeat54,YWHAB,0.07070707070707061,LC,validation
Repeat67,YWHAB,0.08080808080808077,LC,validation
Repeat55,YWHAB,0.07070707070707072,LC,validation
Repeat66,YWHAB,0.05555555555555558,LC,validation
Repeat56,YWHAB,0.04040404040404033,LC,validation
Repeat92,YWHAB,0.06060606060606066,LC,validation
Repeat65,YWHAB,0.06565656565656564,LC,validation
Repeat93,YWHAB,0.06060606060606055,LC,validation
Repeat64,YWHAB,0.06060606060606066,LC,validation
Repeat58,YWHAB,0.09090909090909083,LC,validation
Repeat59,YWHAB,0.07070707070707061,LC,validation
Repeat63,YWHAB,0.045454545454545414,LC,validation
Repeat60,YWHAB,0.09090909090909083,LC,validation
Repeat62,YWHAB,0.06565656565656564,LC,validation
Repeat71,YWHAB,0.09090909090909094,LC,validation
Repeat72,YWHAB,0.07070707070707061,LC,validation
Repeat90,YWHAB,0.07070707070707061,LC,validation
Repeat47,YWHAB,0.08080808080808077,LC,validation
Repeat81,YWHAB,0.11111111111111105,LC,validation
Repeat35,YWHAB,0.07070707070707061,LC,validation
Repeat80,YWHAB,0.0505050505050505,LC,validation
Repeat36,YWHAB,0.09090909090909083,LC,validation
Repeat79,YWHAB,0.06060606060606066,LC,validation
Repeat37,YWHAB,0.09090909090909083,LC,validation
Repeat38,YWHAB,0.0505050505050505,LC,validation
Repeat78,YWHAB,0.06060606060606055,LC,validation
Repeat39,YWHAB,0.101010101010101,LC,validation
Repeat77,YWHAB,0.08080808080808077,LC,validation
Repeat40,YWHAB,0.06565656565656564,LC,validation
Repeat41,YWHAB,0.09090909090909083,LC,validation
Repeat95,YWHAB,0.06060606060606055,LC,validation
Repeat42,YWHAB,0.07070707070707061,LC,validation
Repeat76,YWHAB,0.08080808080808077,LC,validation
Repeat43,YWHAB,0.06060606060606066,LC,validation
Repeat75,YWHAB,0.07070707070707061,LC,validation
Repeat44,YWHAB,0.06565656565656564,LC,validation
Repeat74,YWHAB,0.0505050505050505,LC,validation
Repeat45,YWHAB,0.08080808080808077,LC,validation
Repeat91,YWHAB,0.06060606060606055,LC,validation
Repeat46,YWHAB,0.09595959595959591,LC,validation
Repeat73,YWHAB,0.07575757575757569,LC,validation
Repeat57,YWHAB,0.06060606060606055,LC,validation
Repeat89,YWHAB,0.05555555555555558,LC,validation
Repeat1,YWHAB,0.101010101010101,LC,validation
Repeat100,YWHAB,0.07070707070707061,LC,validation
Repeat9,YWHAB,0.06565656565656564,LC,validation
Repeat22,YWHAB,0.06060606060606055,LC,validation
Repeat19,YWHAB,0.101010101010101,LC,validation
Repeat14,YWHAB,0.08585858585858586,LC,validation
Repeat4,YWHAB,0.05555555555555547,LC,validation
Repeat23,YWHAB,0.09090909090909083,LC,validation
Repeat8,YWHAB,0.04040404040404044,LC,validation
Repeat6,YWHAB,0.05555555555555547,LC,validation
Repeat98,YWHAB,0.06565656565656564,LC,validation
Repeat12,YWHAB,0.07070707070707061,LC,validation
Repeat21,YWHAB,0.101010101010101,LC,validation
Repeat13,YWHAB,0.0757575757575758,LC,validation
Repeat99,YWHAB,0.05555555555555547,LC,validation
Repeat11,YWHAB,0.08585858585858586,LC,validation
Repeat7,YWHAB,0.0505050505050505,LC,validation
Repeat17,YWHAB,0.09090909090909083,LC,validation
Repeat18,YWHAB,0.07070707070707061,LC,validation
Repeat16,YWHAB,0.09595959595959591,LC,validation
Repeat20,YWHAB,0.07575757575757569,LC,validation
Repeat2,YWHAB,0.06060606060606066,LC,validation
Repeat15,YWHAB,0.08080808080808077,LC,validation
Repeat3,YWHAB,0.09090909090909083,LC,validation
Repeat5,YWHAB,0.06060606060606066,LC,validation
Repeat10,YWHAB,0.06060606060606055,LC,validation
Repeat52,THBS1,0.07070707070707061,LC,validation
Repeat75,THBS1,0.10101010101010088,LC,validation
Repeat3,THBS1,0.07070707070707061,LC,validation
Repeat41,THBS1,0.04040404040404044,LC,validation
Repeat33,THBS1,0.08585858585858586,LC,validation
Repeat9,THBS1,0.0757575757575758,LC,validation
Repeat82,THBS1,0.06565656565656564,LC,validation
Repeat65,THBS1,0.06060606060606055,LC,validation
Repeat71,THBS1,0.13131313131313127,LC,validation
Repeat32,THBS1,0.07575757575757569,LC,validation
Repeat21,THBS1,0.07070707070707072,LC,validation
Repeat53,THBS1,0.08080808080808077,LC,validation
Repeat14,THBS1,0.06565656565656564,LC,validation
Repeat100,THBS1,0.0757575757575758,LC,validation
Repeat64,THBS1,0.03535353535353525,LC,validation
Repeat83,THBS1,0.06565656565656564,LC,validation
Repeat31,THBS1,0.07070707070707061,LC,validation
Repeat90,THBS1,0.09090909090909083,LC,validation
Repeat54,THBS1,0.06565656565656564,LC,validation
Repeat13,THBS1,0.06565656565656552,LC,validation
Repeat45,THBS1,0.05555555555555547,LC,validation
Repeat84,THBS1,0.05555555555555547,LC,validation
Repeat30,THBS1,0.05555555555555547,LC,validation
Repeat81,THBS1,0.09595959595959591,LC,validation
Repeat73,THBS1,0.015151515151515138,LC,validation
Repeat16,THBS1,0.09090909090909083,LC,validation
Repeat15,THBS1,0.050505050505050386,LC,validation
Repeat19,THBS1,0.07575757575757569,LC,validation
Repeat98,THBS1,0.030303030303030276,LC,validation
Repeat37,THBS1,0.045454545454545414,LC,validation
Repeat8,THBS1,0.0454545454545453,LC,validation
Repeat49,THBS1,0.08080808080808077,LC,validation
Repeat18,THBS1,0.06060606060606055,LC,validation
Repeat78,THBS1,0.0505050505050505,LC,validation
Repeat76,THBS1,0.07070707070707061,LC,validation
Repeat91,THBS1,0.06060606060606055,LC,validation
Repeat38,THBS1,0.06565656565656552,LC,validation
Repeat69,THBS1,0.07575757575757569,LC,validation
Repeat48,THBS1,0.10606060606060608,LC,validation
Repeat77,THBS1,0.08080808080808077,LC,validation
Repeat70,THBS1,0.030303030303030165,LC,validation
Repeat5,THBS1,0.05555555555555547,LC,validation
Repeat39,THBS1,0.08080808080808077,LC,validation
Repeat68,THBS1,0.0757575757575758,LC,validation
Repeat40,THBS1,0.07070707070707061,LC,validation
Repeat79,THBS1,0.08585858585858586,LC,validation
Repeat36,THBS1,0.05555555555555547,LC,validation
Repeat34,THBS1,0.05555555555555547,LC,validation
Repeat7,THBS1,0.045454545454545414,LC,validation
Repeat66,THBS1,0.06565656565656552,LC,validation
Repeat2,THBS1,0.11616161616161613,LC,validation
Repeat94,THBS1,0.07575757575757569,LC,validation
Repeat80,THBS1,0.07575757575757569,LC,validation
Repeat96,THBS1,0.03535353535353536,LC,validation
Repeat51,THBS1,0.05555555555555558,LC,validation
Repeat20,THBS1,0.07575757575757569,LC,validation
Repeat46,THBS1,0.0454545454545453,LC,validation
Repeat35,THBS1,0.045454545454545414,LC,validation
Repeat4,THBS1,0.07070707070707061,LC,validation
Repeat67,THBS1,0.09595959595959591,LC,validation
Repeat92,THBS1,0.045454545454545414,LC,validation
Repeat50,THBS1,0.03535353535353525,LC,validation
Repeat55,THBS1,0.05555555555555547,LC,validation
Repeat47,THBS1,0.07070707070707061,LC,validation
Repeat72,THBS1,0.02020202020202011,LC,validation
Repeat86,THBS1,0.07070707070707072,LC,validation
Repeat56,THBS1,0.025252525252525193,LC,validation
Repeat6,THBS1,0.06060606060606055,LC,validation
Repeat60,THBS1,0.07070707070707061,LC,validation
Repeat88,THBS1,0.045454545454545414,LC,validation
Repeat25,THBS1,0.06060606060606055,LC,validation
Repeat44,THBS1,0.08585858585858575,LC,validation
Repeat10,THBS1,0.08080808080808077,LC,validation
Repeat28,THBS1,0.0959595959595958,LC,validation
Repeat62,THBS1,0.0757575757575758,LC,validation
Repeat1,THBS1,0.11111111111111105,LC,validation
Repeat58,THBS1,0.09090909090909083,LC,validation
Repeat74,THBS1,0.030303030303030165,LC,validation
Repeat43,THBS1,0.14646464646464652,LC,validation
Repeat27,THBS1,0.05555555555555547,LC,validation
Repeat57,THBS1,0.07070707070707072,LC,validation
Repeat12,THBS1,0.03535353535353525,LC,validation
Repeat95,THBS1,0.06565656565656564,LC,validation
Repeat23,THBS1,0.08080808080808066,LC,validation
Repeat97,THBS1,0.07575757575757569,LC,validation
Repeat26,THBS1,0.08080808080808066,LC,validation
Repeat17,THBS1,0.07575757575757569,LC,validation
Repeat61,THBS1,0.06565656565656552,LC,validation
Repeat99,THBS1,0.09595959595959591,LC,validation
Repeat87,THBS1,0.06060606060606066,LC,validation
Repeat24,THBS1,0.04040404040404033,LC,validation
Repeat29,THBS1,0.07070707070707072,LC,validation
Repeat22,THBS1,0.025252525252525193,LC,validation
Repeat93,THBS1,0.07575757575757569,LC,validation
Repeat11,THBS1,0.045454545454545414,LC,validation
Repeat63,THBS1,0.06565656565656552,LC,validation
Repeat42,THBS1,0.0505050505050505,LC,validation
Repeat59,THBS1,0.05555555555555547,LC,validation
Repeat85,THBS1,0.050505050505050386,LC,validation
Repeat89,THBS1,0.08585858585858586,LC,validation
Repeat50,WDR12,0.06060606060606055,LC,validation
Repeat97,WDR12,0.07575757575757569,LC,validation
Repeat72,WDR12,0.030303030303030276,LC,validation
Repeat67,WDR12,0.04040404040404033,LC,validation
Repeat98,WDR12,0.04040404040404033,LC,validation
Repeat23,WDR12,0.07070707070707061,LC,validation
Repeat46,WDR12,0.06060606060606044,LC,validation
Repeat70,WDR12,0.030303030303030165,LC,validation
Repeat76,WDR12,0.050505050505050386,LC,validation
Repeat35,WDR12,0.050505050505050386,LC,validation
Repeat7,WDR12,0.045454545454545414,LC,validation
Repeat18,WDR12,0.04040404040404033,LC,validation
Repeat94,WDR12,0.05555555555555558,LC,validation
Repeat47,WDR12,0.07070707070707072,LC,validation
Repeat89,WDR12,0.04040404040404044,LC,validation
Repeat26,WDR12,0.07070707070707061,LC,validation
Repeat1,WDR12,0.07070707070707061,LC,validation
Repeat87,WDR12,0.05555555555555547,LC,validation
Repeat51,WDR12,0.03535353535353536,LC,validation
Repeat40,WDR12,0.050505050505050386,LC,validation
Repeat77,WDR12,0.050505050505050386,LC,validation
Repeat79,WDR12,0.03535353535353536,LC,validation
Repeat24,WDR12,0.030303030303030276,LC,validation
Repeat88,WDR12,0.05555555555555547,LC,validation
Repeat78,WDR12,0.06565656565656564,LC,validation
Repeat5,WDR12,0.025252525252525193,LC,validation
Repeat15,WDR12,0.045454545454545414,LC,validation
Repeat37,WDR12,0.04040404040404033,LC,validation
Repeat48,WDR12,0.06060606060606055,LC,validation
Repeat59,WDR12,0.06060606060606044,LC,validation
Repeat49,WDR12,0.06060606060606044,LC,validation
Repeat38,WDR12,0.025252525252525193,LC,validation
Repeat14,WDR12,0.07070707070707061,LC,validation
Repeat11,WDR12,0.05555555555555558,LC,validation
Repeat68,WDR12,0.0505050505050505,LC,validation
Repeat69,WDR12,0.07070707070707061,LC,validation
Repeat8,WDR12,0.030303030303030276,LC,validation
Repeat60,WDR12,0.06565656565656552,LC,validation
Repeat43,WDR12,0.07070707070707072,LC,validation
Repeat93,WDR12,0.05555555555555547,LC,validation
Repeat4,WDR12,0.03535353535353525,LC,validation
Repeat19,WDR12,0.03535353535353536,LC,validation
Repeat36,WDR12,0.045454545454545414,LC,validation
Repeat58,WDR12,0.06565656565656552,LC,validation
Repeat44,WDR12,0.0505050505050505,LC,validation
Repeat73,WDR12,0.015151515151515138,LC,validation
Repeat25,WDR12,0.04040404040404033,LC,validation
Repeat63,WDR12,0.050505050505050386,LC,validation
Repeat92,WDR12,0.025252525252525304,LC,validation
Repeat41,WDR12,0.03535353535353536,LC,validation
Repeat9,WDR12,0.06060606060606066,LC,validation
Repeat62,WDR12,0.03535353535353536,LC,validation
Repeat80,WDR12,0.05555555555555558,LC,validation
Repeat53,WDR12,0.050505050505050386,LC,validation
Repeat71,WDR12,0.09090909090909094,LC,validation
Repeat22,WDR12,0.025252525252525193,LC,validation
Repeat39,WDR12,0.06060606060606055,LC,validation
Repeat56,WDR12,0.010101010101010055,LC,validation
Repeat21,WDR12,0.08080808080808077,LC,validation
Repeat31,WDR12,0.0505050505050505,LC,validation
Repeat83,WDR12,0.050505050505050386,LC,validation
Repeat85,WDR12,0.05555555555555547,LC,validation
Repeat74,WDR12,0.04040404040404033,LC,validation
Repeat45,WDR12,0.045454545454545414,LC,validation
Repeat17,WDR12,0.06060606060606044,LC,validation
Repeat13,WDR12,0.08080808080808077,LC,validation
Repeat42,WDR12,0.06060606060606055,LC,validation
Repeat54,WDR12,0.05555555555555547,LC,validation
Repeat99,WDR12,0.06565656565656552,LC,validation
Repeat84,WDR12,0.03535353535353536,LC,validation
Repeat30,WDR12,0.04040404040404033,LC,validation
Repeat100,WDR12,0.045454545454545414,LC,validation
Repeat16,WDR12,0.07070707070707061,LC,validation
Repeat2,WDR12,0.06565656565656575,LC,validation
Repeat95,WDR12,0.06060606060606055,LC,validation
Repeat29,WDR12,0.05555555555555547,LC,validation
Repeat91,WDR12,0.03535353535353525,LC,validation
Repeat32,WDR12,0.045454545454545414,LC,validation
Repeat28,WDR12,0.06565656565656552,LC,validation
Repeat75,WDR12,0.08080808080808066,LC,validation
Repeat12,WDR12,0.06060606060606055,LC,validation
Repeat66,WDR12,0.04040404040404033,LC,validation
Repeat55,WDR12,0.03535353535353536,LC,validation
Repeat34,WDR12,0.05555555555555547,LC,validation
Repeat61,WDR12,0.05555555555555547,LC,validation
Repeat20,WDR12,0.08080808080808077,LC,validation
Repeat96,WDR12,0.010101010101010055,LC,validation
Repeat57,WDR12,0.045454545454545414,LC,validation
Repeat81,WDR12,0.10606060606060608,LC,validation
Repeat90,WDR12,0.05555555555555547,LC,validation
Repeat33,WDR12,0.04040404040404033,LC,validation
Repeat52,WDR12,0.05555555555555547,LC,validation
Repeat27,WDR12,0.025252525252525304,LC,validation
Repeat64,WDR12,0.03535353535353536,LC,validation
Repeat86,WDR12,0.03535353535353536,LC,validation
Repeat10,WDR12,0.08080808080808077,LC,validation
Repeat3,WDR12,0.07575757575757558,LC,validation
Repeat82,WDR12,0.06565656565656564,LC,validation
Repeat65,WDR12,0.09090909090909083,LC,validation
Repeat6,WDR12,0.05555555555555547,LC,validation
Repeat7,PFKM,0.030303030303030276,LC,validation
Repeat45,PFKM,0.0505050505050505,LC,validation
Repeat71,PFKM,0.03535353535353536,LC,validation
Repeat46,IGFALS,0.045454545454545414,LC,validation
Repeat45,IGFALS,0.0505050505050505,LC,validation
Repeat16,PFKM,0.045454545454545414,LC,validation
Repeat47,PFKM,0.025252525252525193,LC,validation
Repeat73,PFKM,0.045454545454545414,LC,validation
Repeat46,PFKM,0.045454545454545414,LC,validation
Repeat92,IGFALS,0.06565656565656564,LC,validation
Repeat44,PFKM,0.030303030303030276,LC,validation
Repeat95,PFKM,0.025252525252525193,LC,validation
Repeat72,IGFALS,0.045454545454545414,LC,validation
Repeat16,IGFALS,0.045454545454545414,LC,validation
Repeat95,IGFALS,0.025252525252525193,LC,validation
Repeat7,IGFALS,0.030303030303030276,LC,validation
Repeat73,IGFALS,0.045454545454545414,LC,validation
Repeat47,IGFALS,0.025252525252525193,LC,validation
Repeat72,PFKM,0.045454545454545414,LC,validation
Repeat71,IGFALS,0.03535353535353536,LC,validation
Repeat24,PFKM,0.03535353535353536,LC,validation
Repeat70,PFKM,0.0505050505050505,LC,validation
Repeat13,IGFALS,0.045454545454545414,LC,validation
Repeat63,IGFALS,0.030303030303030276,LC,validation
Repeat56,PFKM,0.030303030303030276,LC,validation
Repeat56,IGFALS,0.030303030303030276,LC,validation
Repeat63,PFKM,0.030303030303030276,LC,validation
Repeat10,PFKM,0.05555555555555558,LC,validation
Repeat10,IGFALS,0.05555555555555558,LC,validation
Repeat99,PFKM,0.02020202020202022,LC,validation
Repeat57,IGFALS,0.0505050505050505,LC,validation
Repeat13,PFKM,0.045454545454545414,LC,validation
Repeat55,PFKM,0.04040404040404044,LC,validation
Repeat55,IGFALS,0.04040404040404044,LC,validation
Repeat64,IGFALS,0.04040404040404044,LC,validation
Repeat94,IGFALS,0.06060606060606055,LC,validation
Repeat64,PFKM,0.04040404040404044,LC,validation
Repeat93,IGFALS,0.04040404040404044,LC,validation
Repeat62,PFKM,0.030303030303030276,LC,validation
Repeat70,IGFALS,0.0505050505050505,LC,validation
Repeat61,IGFALS,0.045454545454545414,LC,validation
Repeat60,IGFALS,0.06060606060606055,LC,validation
Repeat60,PFKM,0.06060606060606055,LC,validation
Repeat11,PFKM,0.045454545454545414,LC,validation
Repeat59,PFKM,0.025252525252525193,LC,validation
Repeat59,IGFALS,0.025252525252525193,LC,validation
Repeat11,IGFALS,0.045454545454545414,LC,validation
Repeat61,PFKM,0.045454545454545414,LC,validation
Repeat57,PFKM,0.0505050505050505,LC,validation
Repeat12,IGFALS,0.045454545454545414,LC,validation
Repeat58,PFKM,0.03535353535353536,LC,validation
Repeat12,PFKM,0.045454545454545414,LC,validation
Repeat58,IGFALS,0.03535353535353536,LC,validation
Repeat93,PFKM,0.04040404040404044,LC,validation
Repeat62,IGFALS,0.030303030303030276,LC,validation
Repeat54,PFKM,0.05555555555555558,LC,validation
Repeat54,IGFALS,0.05555555555555558,LC,validation
Repeat94,PFKM,0.06060606060606055,LC,validation
Repeat49,PFKM,0.030303030303030276,LC,validation
Repeat50,PFKM,0.05555555555555558,LC,validation
Repeat50,IGFALS,0.05555555555555558,LC,validation
Repeat68,PFKM,0.06060606060606055,LC,validation
Repeat15,IGFALS,0.030303030303030276,LC,validation
Repeat15,PFKM,0.030303030303030276,LC,validation
Repeat8,PFKM,0.015151515151515138,LC,validation
Repeat49,IGFALS,0.030303030303030276,LC,validation
Repeat65,IGFALS,0.03535353535353536,LC,validation
Repeat69,IGFALS,0.025252525252525193,LC,validation
Repeat69,PFKM,0.025252525252525193,LC,validation
Repeat8,IGFALS,0.015151515151515138,LC,validation
Repeat48,PFKM,0.045454545454545414,LC,validation
Repeat92,PFKM,0.06565656565656564,LC,validation
Repeat48,IGFALS,0.045454545454545414,LC,validation
Repeat68,IGFALS,0.06060606060606055,LC,validation
Repeat51,IGFALS,0.05555555555555558,LC,validation
Repeat67,PFKM,0.0505050505050505,LC,validation
Repeat51,PFKM,0.05555555555555558,LC,validation
Repeat67,IGFALS,0.0505050505050505,LC,validation
Repeat9,IGFALS,0.04040404040404044,LC,validation
Repeat52,IGFALS,0.04040404040404044,LC,validation
Repeat9,PFKM,0.04040404040404044,LC,validation
Repeat44,IGFALS,0.030303030303030276,LC,validation
Repeat14,PFKM,0.04040404040404044,LC,validation
Repeat99,IGFALS,0.02020202020202022,LC,validation
Repeat66,PFKM,0.030303030303030276,LC,validation
Repeat14,IGFALS,0.04040404040404044,LC,validation
Repeat66,IGFALS,0.030303030303030276,LC,validation
Repeat53,IGFALS,0.030303030303030276,LC,validation
Repeat53,PFKM,0.030303030303030276,LC,validation
Repeat65,PFKM,0.03535353535353536,LC,validation
Repeat52,PFKM,0.04040404040404044,LC,validation
Repeat42,IGFALS,0.04040404040404044,LC,validation
Repeat81,PFKM,0.045454545454545414,LC,validation
Repeat19,IGFALS,0.015151515151515138,LC,validation
Repeat85,PFKM,0.030303030303030276,LC,validation
Repeat2,PFKM,0.06060606060606055,LC,validation
Repeat36,PFKM,0.045454545454545414,LC,validation
Repeat22,IGFALS,0.03535353535353536,LC,validation
Repeat79,PFKM,0.025252525252525193,LC,validation
Repeat98,IGFALS,0.04040404040404044,LC,validation
Repeat79,IGFALS,0.025252525252525193,LC,validation
Repeat22,PFKM,0.03535353535353536,LC,validation
Repeat37,IGFALS,0.03535353535353536,LC,validation
Repeat96,PFKM,0.015151515151515138,LC,validation
Repeat37,PFKM,0.03535353535353536,LC,validation
Repeat19,PFKM,0.015151515151515138,LC,validation
Repeat29,PFKM,0.025252525252525193,LC,validation
Repeat91,IGFALS,0.06565656565656564,LC,validation
Repeat85,IGFALS,0.030303030303030276,LC,validation
Repeat97,PFKM,0.030303030303030276,LC,validation
Repeat29,IGFALS,0.025252525252525193,LC,validation
Repeat38,IGFALS,0.03535353535353536,LC,validation
Repeat96,IGFALS,0.015151515151515138,LC,validation
Repeat2,IGFALS,0.06060606060606055,LC,validation
Repeat38,PFKM,0.03535353535353536,LC,validation
Repeat78,PFKM,0.03535353535353536,LC,validation
Repeat78,IGFALS,0.03535353535353536,LC,validation
Repeat90,PFKM,0.030303030303030276,LC,validation
Repeat86,IGFALS,0.05555555555555558,LC,validation
Repeat91,PFKM,0.06565656565656564,LC,validation
Repeat5,IGFALS,0.04040404040404044,LC,validation
Repeat86,PFKM,0.05555555555555558,LC,validation
Repeat36,IGFALS,0.045454545454545414,LC,validation
Repeat30,IGFALS,0.04040404040404044,LC,validation
Repeat39,IGFALS,0.025252525252525193,LC,validation
Repeat34,PFKM,0.04040404040404044,LC,validation
Repeat98,PFKM,0.04040404040404044,LC,validation
Repeat3,PFKM,0.05555555555555558,LC,validation
Repeat32,PFKM,0.04040404040404044,LC,validation
Repeat33,IGFALS,0.025252525252525193,LC,validation
Repeat83,IGFALS,0.04040404040404044,LC,validation
Repeat32,IGFALS,0.04040404040404044,LC,validation
Repeat33,PFKM,0.025252525252525193,LC,validation
Repeat21,IGFALS,0.045454545454545414,LC,validation
Repeat82,PFKM,0.04040404040404044,LC,validation
Repeat82,IGFALS,0.04040404040404044,LC,validation
Repeat83,PFKM,0.04040404040404044,LC,validation
Repeat3,IGFALS,0.05555555555555558,LC,validation
Repeat34,IGFALS,0.04040404040404044,LC,validation
Repeat31,PFKM,0.030303030303030276,LC,validation
Repeat97,IGFALS,0.030303030303030276,LC,validation
Repeat81,IGFALS,0.045454545454545414,LC,validation
Repeat31,IGFALS,0.030303030303030276,LC,validation
Repeat84,IGFALS,0.03535353535353536,LC,validation
Repeat4,IGFALS,0.04040404040404044,LC,validation
Repeat35,IGFALS,0.06060606060606055,LC,validation
Repeat35,PFKM,0.06060606060606055,LC,validation
Repeat20,PFKM,0.0505050505050505,LC,validation
Repeat20,IGFALS,0.0505050505050505,LC,validation
Repeat4,PFKM,0.04040404040404044,LC,validation
Repeat80,PFKM,0.015151515151515138,LC,validation
Repeat84,PFKM,0.03535353535353536,LC,validation
Repeat80,IGFALS,0.015151515151515138,LC,validation
Repeat30,PFKM,0.04040404040404044,LC,validation
Repeat100,PFKM,0.03535353535353536,LC,validation
Repeat21,PFKM,0.045454545454545414,LC,validation
Repeat28,PFKM,0.04040404040404044,LC,validation
Repeat1,PFKM,0.03535353535353536,LC,validation
Repeat41,IGFALS,0.06060606060606055,LC,validation
Repeat26,PFKM,0.04040404040404044,LC,validation
Repeat41,PFKM,0.06060606060606055,LC,validation
Repeat18,IGFALS,0.030303030303030276,LC,validation
Repeat6,IGFALS,0.02020202020202022,LC,validation
Repeat26,IGFALS,0.04040404040404044,LC,validation
Repeat100,IGFALS,0.03535353535353536,LC,validation
Repeat28,IGFALS,0.04040404040404044,LC,validation
Repeat75,PFKM,0.06060606060606055,LC,validation
Repeat75,IGFALS,0.06060606060606055,LC,validation
Repeat88,PFKM,0.025252525252525193,LC,validation
Repeat42,PFKM,0.04040404040404044,LC,validation
Repeat6,PFKM,0.02020202020202022,LC,validation
Repeat76,IGFALS,0.025252525252525193,LC,validation
Repeat74,PFKM,0.04040404040404044,LC,validation
Repeat25,PFKM,0.02020202020202022,LC,validation
Repeat25,IGFALS,0.02020202020202022,LC,validation
Repeat43,IGFALS,0.06060606060606055,LC,validation
Repeat43,PFKM,0.06060606060606055,LC,validation
Repeat17,PFKM,0.045454545454545414,LC,validation
Repeat74,IGFALS,0.04040404040404044,LC,validation
Repeat89,IGFALS,0.03535353535353536,LC,validation
Repeat89,PFKM,0.03535353535353536,LC,validation
Repeat1,IGFALS,0.03535353535353536,LC,validation
Repeat24,IGFALS,0.03535353535353536,LC,validation
Repeat17,IGFALS,0.045454545454545414,LC,validation
Repeat23,PFKM,0.030303030303030276,LC,validation
Repeat88,IGFALS,0.025252525252525193,LC,validation
Repeat87,IGFALS,0.03535353535353536,LC,validation
Repeat27,IGFALS,0.045454545454545414,LC,validation
Repeat77,IGFALS,0.04040404040404044,LC,validation
Repeat90,IGFALS,0.030303030303030276,LC,validation
Repeat77,PFKM,0.04040404040404044,LC,validation
Repeat39,PFKM,0.025252525252525193,LC,validation
Repeat27,PFKM,0.045454545454545414,LC,validation
Repeat40,IGFALS,0.04040404040404044,LC,validation
Repeat40,PFKM,0.04040404040404044,LC,validation
Repeat23,IGFALS,0.030303030303030276,LC,validation
Repeat5,PFKM,0.04040404040404044,LC,validation
Repeat87,PFKM,0.03535353535353536,LC,validation
Repeat18,PFKM,0.030303030303030276,LC,validation
Repeat76,PFKM,0.025252525252525193,LC,validation
Repeat32,ENO1,0.005050505050504972,LC,validation
Repeat84,ENO1,0.030303030303030276,LC,validation
Repeat24,ENO1,-1.1102230246251565e-16,LC,validation
Repeat87,ENO1,0.025252525252525193,LC,validation
Repeat57,ENO1,0.010101010101010166,LC,validation
Repeat2,ENO1,0.005050505050504972,LC,validation
Repeat97,ENO1,0.010101010101010055,LC,validation
Repeat83,ENO1,0.010101010101010055,LC,validation
Repeat54,ENO1,0.02020202020202011,LC,validation
Repeat28,ENO1,0.015151515151515138,LC,validation
Repeat23,ENO1,0.015151515151515138,LC,validation
Repeat89,ENO1,0.025252525252525193,LC,validation
Repeat86,ENO1,0.04040404040404044,LC,validation
Repeat98,ENO1,0.005050505050505083,LC,validation
Repeat25,ENO1,0.030303030303030276,LC,validation
Repeat65,ENO1,0.010101010101010055,LC,validation
Repeat56,ENO1,-0.015151515151515249,LC,validation
Repeat10,ENO1,0.025252525252525193,LC,validation
Repeat12,ENO1,0.05555555555555547,LC,validation
Repeat11,ENO1,0.0505050505050505,LC,validation
Repeat88,ENO1,0.025252525252525304,LC,validation
Repeat30,ENO1,-0.005050505050505083,LC,validation
Repeat58,ENO1,0.02020202020202022,LC,validation
Repeat94,ENO1,-0.02020202020202022,LC,validation
Repeat64,ENO1,0.0505050505050505,LC,validation
Repeat85,ENO1,0.015151515151515138,LC,validation
Repeat22,ENO1,0.03535353535353536,LC,validation
Repeat55,ENO1,0.02020202020202011,LC,validation
Repeat61,ENO1,0.045454545454545525,LC,validation
Repeat13,ENO1,0.06060606060606055,LC,validation
Repeat26,ENO1,0.010101010101010055,LC,validation
Repeat59,ENO1,0.025252525252525193,LC,validation
Repeat93,ENO1,0.015151515151515138,LC,validation
