,AUROC,Balanced accuracy,Precision,Recall,F1,random_state,feature
train,0.9513546798029556,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,5,AFP+MCHC+WBC+MARCKS
test,0.7753846153846153,0.7661538461538462,0.6923076923076923,0.6923076923076923,0.6923076923076923,5,AFP+MCHC+WBC+MARCKS
train,0.9710591133004927,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,6,AFP+MCHC+WBC+MARCKS
test,0.7723076923076923,0.7261538461538461,0.6,0.6923076923076923,0.6428571428571429,6,AFP+MCHC+WBC+MARCKS
train,0.9427339901477831,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,7,AFP+MCHC+WBC+MARCKS
test,0.8984615384615384,0.8830769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,7,AFP+MCHC+WBC+MARCKS
train,0.9501231527093597,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,8,AFP+MCHC+WBC+MARCKS
test,0.7784615384615384,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,8,AFP+MCHC+WBC+MARCKS
train,0.9433497536945812,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,9,AFP+MCHC+WBC+MARCKS
test,0.9046153846153846,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,9,AFP+MCHC+WBC+MARCKS
train,0.9451970443349754,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,10,AFP+MCHC+WBC+MARCKS
test,0.8892307692307693,0.803076923076923,0.6470588235294118,0.8461538461538461,0.7333333333333334,10,AFP+MCHC+WBC+MARCKS
train,0.9236453201970444,0.8238916256157636,0.7333333333333333,0.7857142857142857,0.7586206896551724,11,AFP+MCHC+WBC+MARCKS
test,0.9476923076923077,0.9199999999999999,0.7647058823529411,1.0,0.8666666666666666,11,AFP+MCHC+WBC+MARCKS
train,0.9661330049261084,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,12,AFP+MCHC+WBC+MARCKS
test,0.7907692307692308,0.7461538461538462,0.6428571428571429,0.6923076923076923,0.6666666666666666,12,AFP+MCHC+WBC+MARCKS
train,0.9433497536945814,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,13,AFP+MCHC+WBC+MARCKS
test,0.8646153846153846,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,13,AFP+MCHC+WBC+MARCKS
train,0.9310344827586208,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,14,AFP+MCHC+WBC+MARCKS
test,0.9353846153846154,0.8630769230769231,0.7857142857142857,0.8461538461538461,0.8148148148148148,14,AFP+MCHC+WBC+MARCKS
train,0.9285714285714285,0.833128078817734,0.71875,0.8214285714285714,0.7666666666666666,15,AFP+MCHC+WBC+MARCKS
test,0.8953846153846154,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,15,AFP+MCHC+WBC+MARCKS
train,0.9359605911330049,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,16,AFP+MCHC+WBC+MARCKS
test,0.88,0.7676923076923077,0.8,0.6153846153846154,0.6956521739130435,16,AFP+MCHC+WBC+MARCKS
train,0.9525862068965518,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,17,AFP+MCHC+WBC+MARCKS
test,0.8553846153846154,0.8415384615384616,0.6666666666666666,0.9230769230769231,0.7741935483870968,17,AFP+MCHC+WBC+MARCKS
train,0.9476600985221675,0.8589901477832512,0.7931034482758621,0.8214285714285714,0.8070175438596492,18,AFP+MCHC+WBC+MARCKS
test,0.8430769230769231,0.803076923076923,0.6470588235294118,0.8461538461538461,0.7333333333333334,18,AFP+MCHC+WBC+MARCKS
train,0.9538177339901477,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,19,AFP+MCHC+WBC+MARCKS
test,0.8738461538461538,0.8630769230769231,0.7857142857142857,0.8461538461538461,0.8148148148148148,19,AFP+MCHC+WBC+MARCKS
train,0.9488916256157636,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,20,AFP+MCHC+WBC+MARCKS
test,0.7876923076923077,0.7646153846153847,0.625,0.7692307692307693,0.6896551724137931,20,AFP+MCHC+WBC+MARCKS
train,0.9575123152709359,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,21,AFP+MCHC+WBC+MARCKS
test,0.9076923076923078,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,21,AFP+MCHC+WBC+MARCKS
train,0.9439655172413793,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,22,AFP+MCHC+WBC+MARCKS
test,0.916923076923077,0.8830769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,22,AFP+MCHC+WBC+MARCKS
train,0.9156403940886699,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,23,AFP+MCHC+WBC+MARCKS
test,0.9261538461538461,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,23,AFP+MCHC+WBC+MARCKS
train,0.9217980295566504,0.833128078817734,0.71875,0.8214285714285714,0.7666666666666666,24,AFP+MCHC+WBC+MARCKS
test,0.9661538461538461,0.96,0.8666666666666667,1.0,0.9285714285714286,24,AFP+MCHC+WBC+MARCKS
train,0.9433497536945812,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,25,AFP+MCHC+WBC+MARCKS
test,0.8738461538461539,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,25,AFP+MCHC+WBC+MARCKS
train,0.9390394088669951,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,26,AFP+MCHC+WBC+MARCKS
test,0.9046153846153846,0.9030769230769231,0.9166666666666666,0.8461538461538461,0.8799999999999999,26,AFP+MCHC+WBC+MARCKS
train,0.9612068965517242,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,27,AFP+MCHC+WBC+MARCKS
test,0.8738461538461538,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,27,AFP+MCHC+WBC+MARCKS
train,0.9421182266009852,0.8688423645320198,0.7352941176470589,0.8928571428571429,0.806451612903226,28,AFP+MCHC+WBC+MARCKS
test,0.8338461538461538,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,28,AFP+MCHC+WBC+MARCKS
train,0.9408866995073891,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,29,AFP+MCHC+WBC+MARCKS
test,0.9846153846153847,0.9,0.7222222222222222,1.0,0.8387096774193548,29,AFP+MCHC+WBC+MARCKS
train,0.9254926108374385,0.8417487684729064,0.7419354838709677,0.8214285714285714,0.7796610169491526,30,AFP+MCHC+WBC+MARCKS
test,0.9753846153846153,0.94,0.8125,1.0,0.896551724137931,30,AFP+MCHC+WBC+MARCKS
train,0.9365763546798029,0.8688423645320198,0.7352941176470589,0.8928571428571429,0.806451612903226,31,AFP+MCHC+WBC+MARCKS
test,0.8584615384615384,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,31,AFP+MCHC+WBC+MARCKS
train,0.9328817733990148,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,32,AFP+MCHC+WBC+MARCKS
test,0.8923076923076924,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,32,AFP+MCHC+WBC+MARCKS
train,0.9347290640394089,0.8774630541871922,0.7575757575757576,0.8928571428571429,0.819672131147541,33,AFP+MCHC+WBC+MARCKS
test,0.8892307692307692,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,33,AFP+MCHC+WBC+MARCKS
train,0.9396551724137931,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,34,AFP+MCHC+WBC+MARCKS
test,0.9384615384615385,0.8061538461538462,0.8181818181818182,0.6923076923076923,0.7500000000000001,34,AFP+MCHC+WBC+MARCKS
train,0.937192118226601,0.8774630541871922,0.7575757575757576,0.8928571428571429,0.819672131147541,35,AFP+MCHC+WBC+MARCKS
test,0.8861538461538462,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,35,AFP+MCHC+WBC+MARCKS
train,0.9402709359605912,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,36,AFP+MCHC+WBC+MARCKS
test,0.8861538461538462,0.8061538461538462,0.8181818181818182,0.6923076923076923,0.7500000000000001,36,AFP+MCHC+WBC+MARCKS
train,0.9328817733990148,0.8325123152709359,0.7586206896551724,0.7857142857142857,0.7719298245614034,37,AFP+MCHC+WBC+MARCKS
test,0.956923076923077,0.9215384615384616,0.8571428571428571,0.9230769230769231,0.888888888888889,37,AFP+MCHC+WBC+MARCKS
train,0.9642857142857142,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,38,AFP+MCHC+WBC+MARCKS
test,0.8,0.7276923076923076,0.6666666666666666,0.6153846153846154,0.64,38,AFP+MCHC+WBC+MARCKS
train,0.9334975369458127,0.8417487684729064,0.7419354838709677,0.8214285714285714,0.7796610169491526,39,AFP+MCHC+WBC+MARCKS
test,0.9261538461538461,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,39,AFP+MCHC+WBC+MARCKS
train,0.9433497536945813,0.8589901477832512,0.7931034482758621,0.8214285714285714,0.8070175438596492,40,AFP+MCHC+WBC+MARCKS
test,0.8553846153846154,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,40,AFP+MCHC+WBC+MARCKS
train,0.9562807881773399,0.8774630541871922,0.7575757575757576,0.8928571428571429,0.819672131147541,41,AFP+MCHC+WBC+MARCKS
test,0.8307692307692308,0.7292307692307692,0.7777777777777778,0.5384615384615384,0.6363636363636364,41,AFP+MCHC+WBC+MARCKS
train,0.9562807881773399,0.9125615763546798,0.8125,0.9285714285714286,0.8666666666666666,42,AFP+MCHC+WBC+MARCKS
test,0.8276923076923077,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,42,AFP+MCHC+WBC+MARCKS
train,0.937807881773399,0.8774630541871922,0.7575757575757576,0.8928571428571429,0.819672131147541,43,AFP+MCHC+WBC+MARCKS
test,0.8646153846153847,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,43,AFP+MCHC+WBC+MARCKS
train,0.9759852216748768,0.9033251231527094,0.8333333333333334,0.8928571428571429,0.8620689655172413,44,AFP+MCHC+WBC+MARCKS
test,0.7292307692307693,0.7846153846153847,0.6666666666666666,0.7692307692307693,0.7142857142857142,44,AFP+MCHC+WBC+MARCKS
train,0.937192118226601,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,45,AFP+MCHC+WBC+MARCKS
test,0.8615384615384615,0.823076923076923,0.6875,0.8461538461538461,0.7586206896551724,45,AFP+MCHC+WBC+MARCKS
train,0.9507389162561577,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,46,AFP+MCHC+WBC+MARCKS
test,0.8553846153846154,0.8830769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,46,AFP+MCHC+WBC+MARCKS
train,0.9519704433497538,0.8417487684729064,0.7419354838709677,0.8214285714285714,0.7796610169491526,47,AFP+MCHC+WBC+MARCKS
test,0.8769230769230769,0.8061538461538462,0.8181818181818182,0.6923076923076923,0.7500000000000001,47,AFP+MCHC+WBC+MARCKS
train,0.9402709359605912,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,48,AFP+MCHC+WBC+MARCKS
test,0.8492307692307692,0.8646153846153846,0.9090909090909091,0.7692307692307693,0.8333333333333333,48,AFP+MCHC+WBC+MARCKS
train,0.9236453201970443,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,49,AFP+MCHC+WBC+MARCKS
test,0.9076923076923077,0.8461538461538461,1.0,0.6923076923076923,0.8181818181818181,49,AFP+MCHC+WBC+MARCKS
train,0.9304187192118227,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,50,AFP+MCHC+WBC+MARCKS
test,0.8861538461538462,0.8061538461538462,0.8181818181818182,0.6923076923076923,0.7500000000000001,50,AFP+MCHC+WBC+MARCKS
train,0.9439655172413793,0.8762315270935961,0.8518518518518519,0.8214285714285714,0.8363636363636364,51,AFP+MCHC+WBC+MARCKS
test,0.836923076923077,0.823076923076923,0.6875,0.8461538461538461,0.7586206896551724,51,AFP+MCHC+WBC+MARCKS
train,0.9427339901477833,0.8676108374384237,0.8214285714285714,0.8214285714285714,0.8214285714285714,52,AFP+MCHC+WBC+MARCKS
test,0.8430769230769231,0.823076923076923,0.6875,0.8461538461538461,0.7586206896551724,52,AFP+MCHC+WBC+MARCKS
train,0.937192118226601,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,53,AFP+MCHC+WBC+MARCKS
test,0.9446153846153846,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,53,AFP+MCHC+WBC+MARCKS
train,0.958128078817734,0.8854679802955665,0.8275862068965517,0.8571428571428571,0.8421052631578947,54,AFP+MCHC+WBC+MARCKS
test,0.8646153846153847,0.8615384615384616,0.7058823529411765,0.9230769230769231,0.8000000000000002,54,AFP+MCHC+WBC+MARCKS
train,0.9334975369458128,0.8688423645320198,0.7352941176470589,0.8928571428571429,0.806451612903226,55,AFP+MCHC+WBC+MARCKS
test,0.8369230769230769,0.7876923076923077,0.8888888888888888,0.6153846153846154,0.7272727272727274,55,AFP+MCHC+WBC+MARCKS
train,0.9482758620689655,0.895320197044335,0.7647058823529411,0.9285714285714286,0.8387096774193549,56,AFP+MCHC+WBC+MARCKS
test,0.8523076923076924,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,56,AFP+MCHC+WBC+MARCKS
train,0.9655172413793103,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,57,AFP+MCHC+WBC+MARCKS
test,0.88,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,57,AFP+MCHC+WBC+MARCKS
train,0.9538177339901478,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,58,AFP+MCHC+WBC+MARCKS
test,0.84,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,58,AFP+MCHC+WBC+MARCKS
train,0.9624384236453202,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,59,AFP+MCHC+WBC+MARCKS
test,0.8246153846153846,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,59,AFP+MCHC+WBC+MARCKS
train,0.9415024630541872,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,60,AFP+MCHC+WBC+MARCKS
test,0.8615384615384616,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,60,AFP+MCHC+WBC+MARCKS
train,0.9550492610837439,0.8947044334975369,0.8064516129032258,0.8928571428571429,0.8474576271186439,61,AFP+MCHC+WBC+MARCKS
test,0.8430769230769231,0.7661538461538462,0.6923076923076923,0.6923076923076923,0.6923076923076923,61,AFP+MCHC+WBC+MARCKS
train,0.9692118226600985,0.8854679802955665,0.8275862068965517,0.8571428571428571,0.8421052631578947,62,AFP+MCHC+WBC+MARCKS
test,0.7846153846153847,0.7061538461538461,0.5625,0.6923076923076923,0.6206896551724138,62,AFP+MCHC+WBC+MARCKS
train,0.9347290640394088,0.8325123152709359,0.7586206896551724,0.7857142857142857,0.7719298245614034,63,AFP+MCHC+WBC+MARCKS
test,0.9415384615384615,0.94,0.8125,1.0,0.896551724137931,63,AFP+MCHC+WBC+MARCKS
train,0.9501231527093597,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,64,AFP+MCHC+WBC+MARCKS
test,0.8400000000000001,0.7661538461538462,0.6923076923076923,0.6923076923076923,0.6923076923076923,64,AFP+MCHC+WBC+MARCKS
train,0.9698275862068965,0.9033251231527094,0.8333333333333334,0.8928571428571429,0.8620689655172413,65,AFP+MCHC+WBC+MARCKS
test,0.7784615384615386,0.7661538461538462,0.6923076923076923,0.6923076923076923,0.6923076923076923,65,AFP+MCHC+WBC+MARCKS
train,0.9328817733990148,0.8325123152709359,0.7586206896551724,0.7857142857142857,0.7719298245614034,66,AFP+MCHC+WBC+MARCKS
test,0.9815384615384616,0.94,0.8125,1.0,0.896551724137931,66,AFP+MCHC+WBC+MARCKS
train,0.9458128078817734,0.8688423645320198,0.7352941176470589,0.8928571428571429,0.806451612903226,67,AFP+MCHC+WBC+MARCKS
test,0.876923076923077,0.8461538461538461,1.0,0.6923076923076923,0.8181818181818181,67,AFP+MCHC+WBC+MARCKS
train,0.9556650246305418,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,68,AFP+MCHC+WBC+MARCKS
test,0.8523076923076923,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,68,AFP+MCHC+WBC+MARCKS
train,0.9458128078817735,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,69,AFP+MCHC+WBC+MARCKS
test,0.8769230769230769,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,69,AFP+MCHC+WBC+MARCKS
train,0.9525862068965518,0.8762315270935961,0.8518518518518519,0.8214285714285714,0.8363636363636364,70,AFP+MCHC+WBC+MARCKS
test,0.8615384615384616,0.8415384615384616,0.6666666666666666,0.9230769230769231,0.7741935483870968,70,AFP+MCHC+WBC+MARCKS
train,0.9532019704433498,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,71,AFP+MCHC+WBC+MARCKS
test,0.8215384615384616,0.7846153846153847,0.6666666666666666,0.7692307692307693,0.7142857142857142,71,AFP+MCHC+WBC+MARCKS
train,0.9550492610837438,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,72,AFP+MCHC+WBC+MARCKS
test,0.8553846153846154,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,72,AFP+MCHC+WBC+MARCKS
train,0.958128078817734,0.8854679802955665,0.8275862068965517,0.8571428571428571,0.8421052631578947,73,AFP+MCHC+WBC+MARCKS
test,0.8246153846153846,0.8415384615384616,0.6666666666666666,0.9230769230769231,0.7741935483870968,73,AFP+MCHC+WBC+MARCKS
train,0.9205665024630543,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,74,AFP+MCHC+WBC+MARCKS
test,0.8953846153846154,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,74,AFP+MCHC+WBC+MARCKS
train,0.9550492610837438,0.8854679802955665,0.8275862068965517,0.8571428571428571,0.8421052631578947,75,AFP+MCHC+WBC+MARCKS
test,0.8461538461538461,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,75,AFP+MCHC+WBC+MARCKS
train,0.9624384236453202,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,76,AFP+MCHC+WBC+MARCKS
test,0.8430769230769232,0.8630769230769231,0.7857142857142857,0.8461538461538461,0.8148148148148148,76,AFP+MCHC+WBC+MARCKS
train,0.9575123152709359,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,77,AFP+MCHC+WBC+MARCKS
test,0.8461538461538461,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,77,AFP+MCHC+WBC+MARCKS
train,0.9396551724137931,0.8417487684729064,0.7419354838709677,0.8214285714285714,0.7796610169491526,78,AFP+MCHC+WBC+MARCKS
test,0.9384615384615386,0.9030769230769231,0.9166666666666666,0.8461538461538461,0.8799999999999999,78,AFP+MCHC+WBC+MARCKS
train,0.9384236453201971,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,79,AFP+MCHC+WBC+MARCKS
test,0.8615384615384616,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,79,AFP+MCHC+WBC+MARCKS
train,0.9347290640394088,0.8325123152709359,0.7586206896551724,0.7857142857142857,0.7719298245614034,80,AFP+MCHC+WBC+MARCKS
test,0.9107692307692308,0.9015384615384616,0.8,0.9230769230769231,0.8571428571428571,80,AFP+MCHC+WBC+MARCKS
train,0.9704433497536946,0.8940886699507389,0.8571428571428571,0.8571428571428571,0.8571428571428571,81,AFP+MCHC+WBC+MARCKS
test,0.7292307692307692,0.7646153846153847,0.625,0.7692307692307693,0.6896551724137931,81,AFP+MCHC+WBC+MARCKS
train,0.9421182266009851,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,82,AFP+MCHC+WBC+MARCKS
test,0.8523076923076923,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,82,AFP+MCHC+WBC+MARCKS
train,0.9427339901477834,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,83,AFP+MCHC+WBC+MARCKS
test,0.8923076923076924,0.8630769230769231,0.7857142857142857,0.8461538461538461,0.8148148148148148,83,AFP+MCHC+WBC+MARCKS
train,0.9451970443349754,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,84,AFP+MCHC+WBC+MARCKS
test,0.8676923076923077,0.8446153846153847,0.8333333333333334,0.7692307692307693,0.8,84,AFP+MCHC+WBC+MARCKS
train,0.935960591133005,0.8676108374384237,0.8214285714285714,0.8214285714285714,0.8214285714285714,85,AFP+MCHC+WBC+MARCKS
test,0.9384615384615385,0.8615384615384616,0.7058823529411765,0.9230769230769231,0.8000000000000002,85,AFP+MCHC+WBC+MARCKS
train,0.9365763546798029,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,86,AFP+MCHC+WBC+MARCKS
test,0.8738461538461538,0.7461538461538462,0.6428571428571429,0.6923076923076923,0.6666666666666666,86,AFP+MCHC+WBC+MARCKS
train,0.9396551724137931,0.8509852216748768,0.7272727272727273,0.8571428571428571,0.7868852459016394,87,AFP+MCHC+WBC+MARCKS
test,0.9415384615384617,0.7861538461538462,0.75,0.6923076923076923,0.7199999999999999,87,AFP+MCHC+WBC+MARCKS
train,0.9402709359605912,0.8497536945812808,0.8148148148148148,0.7857142857142857,0.7999999999999999,88,AFP+MCHC+WBC+MARCKS
test,0.9107692307692308,0.8615384615384616,0.7058823529411765,0.9230769230769231,0.8000000000000002,88,AFP+MCHC+WBC+MARCKS
train,0.9538177339901478,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,89,AFP+MCHC+WBC+MARCKS
test,0.8430769230769232,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,89,AFP+MCHC+WBC+MARCKS
train,0.937807881773399,0.8682266009852216,0.7741935483870968,0.8571428571428571,0.8135593220338982,90,AFP+MCHC+WBC+MARCKS
test,0.8953846153846154,0.8630769230769231,0.7857142857142857,0.8461538461538461,0.8148148148148148,90,AFP+MCHC+WBC+MARCKS
train,0.9396551724137931,0.8238916256157636,0.7333333333333333,0.7857142857142857,0.7586206896551724,91,AFP+MCHC+WBC+MARCKS
test,0.963076923076923,0.8830769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,91,AFP+MCHC+WBC+MARCKS
train,0.9353448275862069,0.8589901477832512,0.7931034482758621,0.8214285714285714,0.8070175438596492,92,AFP+MCHC+WBC+MARCKS
test,0.8892307692307693,0.8815384615384616,0.75,0.9230769230769231,0.8275862068965517,92,AFP+MCHC+WBC+MARCKS
train,0.9291871921182266,0.8411330049261083,0.7857142857142857,0.7857142857142857,0.7857142857142857,93,AFP+MCHC+WBC+MARCKS
test,0.9384615384615385,0.8815384615384616,0.75,0.9230769230769231,0.8275862068965517,93,AFP+MCHC+WBC+MARCKS
train,0.9501231527093597,0.8589901477832512,0.7931034482758621,0.8214285714285714,0.8070175438596492,94,AFP+MCHC+WBC+MARCKS
test,0.8615384615384616,0.8615384615384616,0.7058823529411765,0.9230769230769231,0.8000000000000002,94,AFP+MCHC+WBC+MARCKS
train,0.9612068965517241,0.895320197044335,0.7647058823529411,0.9285714285714286,0.8387096774193549,95,AFP+MCHC+WBC+MARCKS
test,0.8369230769230769,0.8246153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,95,AFP+MCHC+WBC+MARCKS
train,0.9679802955665024,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,96,AFP+MCHC+WBC+MARCKS
test,0.8123076923076923,0.8061538461538462,0.8181818181818182,0.6923076923076923,0.7500000000000001,96,AFP+MCHC+WBC+MARCKS
train,0.9519704433497537,0.8860837438423645,0.78125,0.8928571428571429,0.8333333333333334,97,AFP+MCHC+WBC+MARCKS
test,0.8430769230769231,0.7476923076923077,0.7272727272727273,0.6153846153846154,0.6666666666666667,97,AFP+MCHC+WBC+MARCKS
train,0.9476600985221676,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,98,AFP+MCHC+WBC+MARCKS
test,0.8184615384615385,0.7661538461538462,0.6923076923076923,0.6923076923076923,0.6923076923076923,98,AFP+MCHC+WBC+MARCKS
train,0.9575123152709359,0.9033251231527094,0.8333333333333334,0.8928571428571429,0.8620689655172413,99,AFP+MCHC+WBC+MARCKS
test,0.8276923076923076,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,99,AFP+MCHC+WBC+MARCKS
train,0.9624384236453203,0.8848522167487685,0.8846153846153846,0.8214285714285714,0.8518518518518519,100,AFP+MCHC+WBC+MARCKS
test,0.8338461538461539,0.8015384615384615,0.6,0.9230769230769231,0.7272727272727274,100,AFP+MCHC+WBC+MARCKS
