,AUROC,Balanced accuracy,Precision,Recall,F1,random_state,feature
train,0.7429220085470085,0.671474358974359,0.45652173913043476,0.5833333333333334,0.5121951219512195,46,MCHC
test,0.6333333333333334,0.5833333333333333,0.34782608695652173,0.5,0.41025641025641024,46,MCHC
train,0.7302350427350427,0.6367521367521367,0.5384615384615384,0.3888888888888889,0.45161290322580644,47,MCHC
test,0.6986111111111112,0.6430555555555555,0.6,0.375,0.4615384615384615,47,MCHC
train,0.7724358974358974,0.6826923076923077,0.5625,0.5,0.5294117647058824,48,MCHC
test,0.586111111111111,0.5631944444444444,0.3333333333333333,0.4375,0.37837837837837834,48,MCHC
train,0.7309027777777778,0.6356837606837606,0.36231884057971014,0.6944444444444444,0.47619047619047616,49,MCHC
test,0.6840277777777779,0.6194444444444445,0.34285714285714286,0.75,0.47058823529411753,49,MCHC
train,0.7690972222222221,0.7094017094017094,0.4025974025974026,0.8611111111111112,0.5486725663716814,50,MCHC
test,0.5493055555555555,0.40555555555555556,0.20512820512820512,0.5,0.29090909090909095,50,MCHC
train,0.6773504273504274,0.6196581196581197,0.3333333333333333,0.7777777777777778,0.4666666666666666,51,MCHC
test,0.7423611111111112,0.6173611111111111,0.3333333333333333,0.8125,0.4727272727272727,51,MCHC
train,0.7669604700854701,0.7045940170940171,0.5116279069767442,0.6111111111111112,0.5569620253164557,52,MCHC
test,0.5333333333333333,0.5319444444444444,0.3,0.375,0.33333333333333326,52,MCHC
train,0.7470619658119657,0.6522435897435898,0.42,0.5833333333333334,0.4883720930232558,53,MCHC
test,0.5361111111111111,0.5965277777777778,0.3888888888888889,0.4375,0.411764705882353,53,MCHC
train,0.7290331196581197,0.6725427350427351,0.5,0.5277777777777778,0.5135135135135136,54,MCHC
test,0.7208333333333333,0.6722222222222223,0.5333333333333333,0.5,0.5161290322580646,54,MCHC
train,0.7574786324786325,0.6586538461538461,0.4864864864864865,0.5,0.4931506849315069,55,MCHC
test,0.638888888888889,0.6388888888888888,0.4444444444444444,0.5,0.47058823529411764,55,MCHC
train,0.7254273504273504,0.6832264957264957,0.4126984126984127,0.7222222222222222,0.5252525252525252,56,MCHC
test,0.6354166666666666,0.6326388888888889,0.36666666666666664,0.6875,0.47826086956521735,56,MCHC
train,0.6741452991452992,0.6330128205128205,0.3888888888888889,0.5833333333333334,0.4666666666666666,57,MCHC
test,0.826388888888889,0.7729166666666667,0.52,0.8125,0.6341463414634146,57,MCHC
train,0.7747061965811967,0.6891025641025641,0.4444444444444444,0.6666666666666666,0.5333333333333333,58,MCHC
test,0.49444444444444446,0.5451388888888888,0.3333333333333333,0.3125,0.3225806451612903,58,MCHC
train,0.7613514957264957,0.6752136752136753,0.4339622641509434,0.6388888888888888,0.5168539325842696,59,MCHC
test,0.6361111111111111,0.5833333333333333,0.34782608695652173,0.5,0.41025641025641024,59,MCHC
train,0.7422542735042735,0.6725427350427351,0.5,0.5277777777777778,0.5135135135135136,60,MCHC
test,0.63125,0.61875,0.4375,0.4375,0.4375,60,MCHC
train,0.7029914529914529,0.6308760683760684,0.35714285714285715,0.6944444444444444,0.4716981132075472,61,MCHC
test,0.6847222222222222,0.6305555555555555,0.35294117647058826,0.75,0.48,61,MCHC
train,0.7617521367521367,0.6752136752136753,0.4339622641509434,0.6388888888888888,0.5168539325842696,62,MCHC
test,0.5826388888888889,0.5388888888888889,0.2962962962962963,0.5,0.37209302325581395,62,MCHC
train,0.7323717948717948,0.656517094017094,0.41509433962264153,0.6111111111111112,0.4943820224719102,63,MCHC
test,0.5548611111111111,0.5854166666666667,0.3684210526315789,0.4375,0.39999999999999997,63,MCHC
train,0.7525373931623932,0.6864316239316239,0.5128205128205128,0.5555555555555556,0.5333333333333333,64,MCHC
test,0.5208333333333334,0.48055555555555557,0.23529411764705882,0.25,0.24242424242424243,64,MCHC
train,0.7828525641025641,0.6933760683760684,0.43859649122807015,0.6944444444444444,0.5376344086021505,65,MCHC
test,0.5319444444444444,0.5361111111111111,0.3333333333333333,0.25,0.28571428571428575,65,MCHC
train,0.7593482905982907,0.6730769230769231,0.5294117647058824,0.5,0.5142857142857143,66,MCHC
test,0.6062500000000001,0.5673611111111111,0.38461538461538464,0.3125,0.3448275862068966,66,MCHC
train,0.7694978632478632,0.7077991452991452,0.46296296296296297,0.6944444444444444,0.5555555555555555,67,MCHC
test,0.6006944444444444,0.4986111111111111,0.2608695652173913,0.375,0.30769230769230765,67,MCHC
train,0.6948450854700855,0.6650641025641025,0.4067796610169492,0.6666666666666666,0.5052631578947367,68,MCHC
test,0.7458333333333333,0.6861111111111111,0.41379310344827586,0.75,0.5333333333333333,68,MCHC
train,0.765357905982906,0.6805555555555556,0.4583333333333333,0.6111111111111112,0.5238095238095238,69,MCHC
test,0.6034722222222222,0.6076388888888888,0.4117647058823529,0.4375,0.42424242424242425,69,MCHC
train,0.6754807692307693,0.624465811965812,0.3958333333333333,0.5277777777777778,0.45238095238095233,70,MCHC
test,0.7694444444444444,0.6902777777777778,0.47619047619047616,0.625,0.5405405405405405,70,MCHC
train,0.6995192307692307,0.6436965811965811,0.4318181818181818,0.5277777777777778,0.47500000000000003,71,MCHC
test,0.7340277777777778,0.6520833333333333,0.5384615384615384,0.4375,0.4827586206896552,71,MCHC
train,0.7598824786324787,0.6816239316239316,0.5,0.5555555555555556,0.5263157894736842,72,MCHC
test,0.61875,0.5722222222222222,0.3333333333333333,0.5,0.4,72,MCHC
train,0.7218215811965812,0.6746794871794872,0.42105263157894735,0.6666666666666666,0.5161290322580646,73,MCHC
test,0.5750000000000001,0.4986111111111111,0.2608695652173913,0.375,0.30769230769230765,73,MCHC
train,0.7598824786324787,0.6677350427350428,0.48717948717948717,0.5277777777777778,0.5066666666666667,74,MCHC
test,0.6416666666666667,0.5875,0.4,0.375,0.38709677419354843,74,MCHC
train,0.7060630341880342,0.6314102564102564,0.36363636363636365,0.6666666666666666,0.4705882352941177,75,MCHC
test,0.7256944444444444,0.5902777777777778,0.3333333333333333,0.625,0.43478260869565216,75,MCHC
train,0.7194177350427351,0.6522435897435898,0.42,0.5833333333333334,0.4883720930232558,76,MCHC
test,0.6923611111111111,0.6104166666666666,0.34375,0.6875,0.4583333333333333,76,MCHC
train,0.7860576923076923,0.704059829059829,0.48936170212765956,0.6388888888888888,0.5542168674698795,77,MCHC
test,0.5409722222222222,0.5340277777777778,0.3125,0.3125,0.3125,77,MCHC
train,0.7283653846153846,0.6757478632478633,0.4489795918367347,0.6111111111111112,0.5176470588235293,78,MCHC
test,0.7180555555555557,0.6590277777777778,0.45,0.5625,0.5,78,MCHC
train,0.7390491452991452,0.6837606837606838,0.423728813559322,0.6944444444444444,0.5263157894736842,79,MCHC
test,0.6736111111111112,0.6125,0.35714285714285715,0.625,0.45454545454545453,79,MCHC
train,0.7670940170940171,0.6858974358974359,0.4883720930232558,0.5833333333333334,0.5316455696202531,80,MCHC
test,0.6013888888888889,0.5520833333333333,0.3181818181818182,0.4375,0.3684210526315789,80,MCHC
train,0.7554754273504274,0.6960470085470085,0.5405405405405406,0.5555555555555556,0.547945205479452,81,MCHC
test,0.607638888888889,0.5673611111111111,0.38461538461538464,0.3125,0.3448275862068966,81,MCHC
train,0.7435897435897435,0.6928418803418803,0.4262295081967213,0.7222222222222222,0.5360824742268041,82,MCHC
test,0.5090277777777779,0.48541666666666666,0.25,0.4375,0.3181818181818182,82,MCHC
train,0.7682959401709402,0.6677350427350428,0.48717948717948717,0.5277777777777778,0.5066666666666667,83,MCHC
test,0.5777777777777778,0.6298611111111111,0.4666666666666667,0.4375,0.45161290322580644,83,MCHC
train,0.7686965811965811,0.6976495726495726,0.43333333333333335,0.7222222222222222,0.5416666666666666,84,MCHC
test,0.5090277777777779,0.4673611111111111,0.22727272727272727,0.3125,0.2631578947368421,84,MCHC
train,0.7284989316239316,0.6185897435897436,0.3684210526315789,0.5833333333333334,0.4516129032258065,85,MCHC
test,0.6187499999999999,0.5923611111111111,0.34615384615384615,0.5625,0.4285714285714286,85,MCHC
train,0.7098023504273504,0.671474358974359,0.45652173913043476,0.5833333333333334,0.5121951219512195,86,MCHC
test,0.7027777777777777,0.6256944444444444,0.391304347826087,0.5625,0.46153846153846156,86,MCHC
train,0.7305021367521367,0.6704059829059829,0.42592592592592593,0.6388888888888888,0.5111111111111111,87,MCHC
test,0.6250000000000001,0.5590277777777778,0.3103448275862069,0.5625,0.4,87,MCHC
train,0.7554754273504274,0.6682692307692308,0.38571428571428573,0.75,0.509433962264151,88,MCHC
test,0.625,0.5770833333333334,0.3142857142857143,0.6875,0.43137254901960786,88,MCHC
train,0.7154113247863249,0.6201923076923077,0.4,0.5,0.4444444444444445,89,MCHC
test,0.7069444444444445,0.68125,0.5,0.5625,0.5294117647058824,89,MCHC
train,0.7505341880341879,0.657051282051282,0.35714285714285715,0.8333333333333334,0.5,90,MCHC
test,0.5972222222222222,0.5145833333333334,0.2727272727272727,0.5625,0.36734693877551017,90,MCHC
train,0.7489316239316239,0.6645299145299145,0.5714285714285714,0.4444444444444444,0.5,91,MCHC
test,0.6340277777777779,0.6409722222222223,0.5,0.4375,0.4666666666666667,91,MCHC
train,0.7367788461538461,0.6800213675213675,0.4423076923076923,0.6388888888888888,0.5227272727272726,92,MCHC
test,0.6347222222222222,0.5479166666666666,0.3,0.5625,0.3913043478260869,92,MCHC
train,0.7243589743589743,0.6485042735042735,0.4418604651162791,0.5277777777777778,0.4810126582278481,93,MCHC
test,0.6451388888888889,0.5743055555555556,0.35,0.4375,0.38888888888888884,93,MCHC
train,0.7532051282051282,0.6794871794871795,0.42857142857142855,0.6666666666666666,0.5217391304347826,94,MCHC
test,0.5958333333333333,0.5256944444444445,0.28125,0.5625,0.375,94,MCHC
train,0.7059294871794871,0.6324786324786325,0.3793103448275862,0.6111111111111112,0.46808510638297873,95,MCHC
test,0.7076388888888888,0.6277777777777778,0.42105263157894735,0.5,0.45714285714285713,95,MCHC
train,0.7301014957264957,0.6720085470085471,0.37662337662337664,0.8055555555555556,0.5132743362831859,96,MCHC
test,0.5798611111111112,0.4770833333333333,0.25,0.6875,0.36666666666666664,96,MCHC
train,0.748130341880342,0.671474358974359,0.45652173913043476,0.5833333333333334,0.5121951219512195,97,MCHC
test,0.5881944444444445,0.5965277777777778,0.3888888888888889,0.4375,0.411764705882353,97,MCHC
train,0.7554754273504274,0.6992521367521367,0.4791666666666667,0.6388888888888888,0.5476190476190476,98,MCHC
test,0.5673611111111111,0.5673611111111111,0.38461538461538464,0.3125,0.3448275862068966,98,MCHC
train,0.7280982905982906,0.6720085470085471,0.47619047619047616,0.5555555555555556,0.5128205128205129,99,MCHC
test,0.7013888888888888,0.6097222222222223,0.46153846153846156,0.375,0.41379310344827586,99,MCHC
train,0.7427884615384616,0.6762820512820513,0.375,0.8333333333333334,0.5172413793103448,100,MCHC
test,0.5402777777777777,0.5076388888888889,0.2692307692307692,0.4375,0.33333333333333337,100,MCHC
train,0.9613636363636364,0.8554924242424242,0.717948717948718,0.8484848484848485,0.7777777777777778,1,AFP
test,0.7336734693877551,0.7214285714285715,0.5625,0.6428571428571429,0.6000000000000001,1,AFP
train,0.9378787878787879,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,2,AFP
test,0.7755102040816326,0.7714285714285715,0.625,0.7142857142857143,0.6666666666666666,2,AFP
train,0.9568181818181818,0.8768939393939394,0.7435897435897436,0.8787878787878788,0.8055555555555556,3,AFP
test,0.7102040816326529,0.7285714285714286,0.5263157894736842,0.7142857142857143,0.6060606060606061,3,AFP
train,0.9056818181818181,0.7912878787878788,0.6410256410256411,0.7575757575757576,0.6944444444444444,4,AFP
test,0.9204081632653061,0.9142857142857144,0.7,1.0,0.8235294117647058,4,AFP
train,0.9456439393939393,0.8643939393939394,0.7073170731707317,0.8787878787878788,0.7837837837837839,5,AFP
test,0.7204081632653061,0.7357142857142858,0.6,0.6428571428571429,0.6206896551724138,5,AFP
train,0.946780303030303,0.8607954545454546,0.6666666666666666,0.9090909090909091,0.7692307692307692,6,AFP
test,0.7316326530612245,0.7071428571428571,0.4583333333333333,0.7857142857142857,0.5789473684210527,6,AFP
train,0.9274621212121212,0.8492424242424242,0.7,0.8484848484848485,0.7671232876712328,7,AFP
test,0.7816326530612245,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,AFP
train,0.9329545454545454,0.8518939393939393,0.6744186046511628,0.8787878787878788,0.7631578947368421,8,AFP
test,0.7959183673469389,0.7857142857142857,0.6666666666666666,0.7142857142857143,0.689655172413793,8,AFP
train,0.9380681818181817,0.8429924242424243,0.6829268292682927,0.8484848484848485,0.7567567567567567,9,AFP
test,0.7887755102040815,0.7642857142857142,0.6923076923076923,0.6428571428571429,0.6666666666666666,9,AFP
train,0.931060606060606,0.821590909090909,0.6585365853658537,0.8181818181818182,0.7297297297297297,10,AFP
test,0.8581632653061224,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.7741935483870968,10,AFP
train,0.9401515151515152,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,11,AFP
test,0.7551020408163265,0.8285714285714285,0.631578947368421,0.8571428571428571,0.7272727272727273,11,AFP
train,0.9242424242424243,0.8518939393939393,0.6744186046511628,0.8787878787878788,0.7631578947368421,12,AFP
test,0.8112244897959183,0.8142857142857143,0.7692307692307693,0.7142857142857143,0.7407407407407408,12,AFP
train,0.9331439393939395,0.825189393939394,0.7027027027027027,0.7878787878787878,0.7428571428571429,13,AFP
test,0.8214285714285713,0.8500000000000001,0.6190476190476191,0.9285714285714286,0.742857142857143,13,AFP
train,0.937310606060606,0.8429924242424243,0.6829268292682927,0.8484848484848485,0.7567567567567567,14,AFP
test,0.8326530612244898,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,14,AFP
train,0.9304924242424242,0.8367424242424242,0.6666666666666666,0.8484848484848485,0.7466666666666666,15,AFP
test,0.8020408163265306,0.7857142857142857,0.6666666666666666,0.7142857142857143,0.689655172413793,15,AFP
train,0.9352272727272728,0.8189393939393939,0.6842105263157895,0.7878787878787878,0.732394366197183,16,AFP
test,0.8326530612244898,0.7142857142857142,0.6153846153846154,0.5714285714285714,0.5925925925925927,16,AFP
train,0.9422348484848485,0.8420454545454545,0.625,0.9090909090909091,0.7407407407407406,17,AFP
test,0.7377551020408163,0.7285714285714286,0.5263157894736842,0.7142857142857143,0.6060606060606061,17,AFP
train,0.9145833333333333,0.8153409090909092,0.6428571428571429,0.8181818181818182,0.7200000000000001,18,AFP
test,0.9122448979591837,0.8714285714285714,0.75,0.8571428571428571,0.7999999999999999,18,AFP
train,0.9392045454545455,0.8518939393939393,0.6744186046511628,0.8787878787878788,0.7631578947368421,19,AFP
test,0.7173469387755103,0.7857142857142857,0.6666666666666666,0.7142857142857143,0.689655172413793,19,AFP
train,0.928030303030303,0.8278409090909091,0.675,0.8181818181818182,0.7397260273972603,20,AFP
test,0.8183673469387756,0.8428571428571429,0.6666666666666666,0.8571428571428571,0.75,20,AFP
train,0.9306818181818182,0.8501893939393939,0.7878787878787878,0.7878787878787878,0.7878787878787878,21,AFP
test,0.842857142857143,0.7714285714285715,0.625,0.7142857142857143,0.6666666666666666,21,AFP
train,0.9212121212121213,0.8064393939393939,0.65,0.7878787878787878,0.7123287671232875,22,AFP
test,0.8969387755102041,0.8928571428571428,0.7222222222222222,0.9285714285714286,0.8125000000000001,22,AFP
train,0.937878787878788,0.8492424242424242,0.7,0.8484848484848485,0.7671232876712328,23,AFP
test,0.7142857142857143,0.7785714285714286,0.5789473684210527,0.7857142857142857,0.6666666666666667,23,AFP
train,0.9424242424242425,0.8456439393939394,0.6590909090909091,0.8787878787878788,0.7532467532467532,24,AFP
test,0.7551020408163265,0.7571428571428571,0.5,0.8571428571428571,0.631578947368421,24,AFP
train,0.9498106060606061,0.8492424242424242,0.7,0.8484848484848485,0.7671232876712328,25,AFP
test,0.7510204081632653,0.7785714285714286,0.5789473684210527,0.7857142857142857,0.6666666666666667,25,AFP
train,0.9285984848484848,0.8465909090909092,0.7297297297297297,0.8181818181818182,0.7714285714285715,26,AFP
test,0.873469387755102,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,26,AFP
train,0.9477272727272728,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,27,AFP
test,0.7295918367346939,0.7714285714285715,0.625,0.7142857142857143,0.6666666666666666,27,AFP
train,0.9348484848484848,0.8278409090909091,0.675,0.8181818181818182,0.7397260273972603,28,AFP
test,0.8459183673469388,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,28,AFP
train,0.943939393939394,0.8376893939393939,0.7428571428571429,0.7878787878787878,0.7647058823529412,29,AFP
test,0.7571428571428571,0.6857142857142857,0.5333333333333333,0.5714285714285714,0.5517241379310344,29,AFP
train,0.9454545454545454,0.8492424242424242,0.7,0.8484848484848485,0.7671232876712328,30,AFP
test,0.7948979591836735,0.75,0.6428571428571429,0.6428571428571429,0.6428571428571429,30,AFP
train,0.950189393939394,0.8554924242424242,0.717948717948718,0.8484848484848485,0.7777777777777778,31,AFP
test,0.7306122448979592,0.7571428571428571,0.5882352941176471,0.7142857142857143,0.6451612903225806,31,AFP
train,0.9255681818181818,0.8278409090909091,0.675,0.8181818181818182,0.7397260273972603,32,AFP
test,0.8275510204081632,0.8428571428571429,0.6666666666666666,0.8571428571428571,0.75,32,AFP
train,0.9433712121212121,0.8403409090909091,0.7105263157894737,0.8181818181818182,0.7605633802816901,33,AFP
test,0.7795918367346939,0.7571428571428571,0.5882352941176471,0.7142857142857143,0.6451612903225806,33,AFP
train,0.9232954545454546,0.8064393939393939,0.65,0.7878787878787878,0.7123287671232875,34,AFP
test,0.9010204081632652,0.8928571428571428,0.7222222222222222,0.9285714285714286,0.8125000000000001,34,AFP
train,0.9225378787878789,0.8242424242424242,0.6363636363636364,0.8484848484848485,0.7272727272727273,35,AFP
test,0.8061224489795917,0.8357142857142856,0.7333333333333333,0.7857142857142857,0.7586206896551724,35,AFP
train,0.9390151515151516,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,36,AFP
test,0.7653061224489797,0.7714285714285715,0.625,0.7142857142857143,0.6666666666666666,36,AFP
train,0.9162878787878788,0.8314393939393939,0.7222222222222222,0.7878787878787878,0.7536231884057971,37,AFP
test,0.8908163265306123,0.7928571428571429,0.8181818181818182,0.6428571428571429,0.7200000000000001,37,AFP
train,0.9306818181818183,0.8456439393939394,0.6590909090909091,0.8787878787878788,0.7532467532467532,38,AFP
test,0.8142857142857143,0.7642857142857142,0.6923076923076923,0.6428571428571429,0.6666666666666666,38,AFP
train,0.9443181818181818,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,39,AFP
test,0.7510204081632652,0.7357142857142858,0.6,0.6428571428571429,0.6206896551724138,39,AFP
train,0.9200757575757575,0.8153409090909092,0.6428571428571429,0.8181818181818182,0.7200000000000001,40,AFP
test,0.8551020408163266,0.85,0.7857142857142857,0.7857142857142857,0.7857142857142857,40,AFP
train,0.928219696969697,0.8393939393939394,0.6444444444444445,0.8787878787878788,0.7435897435897436,41,AFP
test,0.7816326530612245,0.8142857142857143,0.7692307692307693,0.7142857142857143,0.7407407407407408,41,AFP
train,0.9303030303030303,0.821590909090909,0.6585365853658537,0.8181818181818182,0.7297297297297297,42,AFP
test,0.8224489795918367,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,42,AFP
train,0.9477272727272728,0.8643939393939394,0.7073170731707317,0.8787878787878788,0.7837837837837839,43,AFP
test,0.7581632653061225,0.7428571428571429,0.5555555555555556,0.7142857142857143,0.6250000000000001,43,AFP
train,0.9287878787878788,0.8706439393939394,0.725,0.8787878787878788,0.7945205479452054,44,AFP
test,0.8244897959183674,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,44,AFP
train,0.9045454545454545,0.793939393939394,0.6190476190476191,0.7878787878787878,0.6933333333333334,45,AFP
test,0.8846938775510204,0.8785714285714286,0.9166666666666666,0.7857142857142857,0.8461538461538461,45,AFP
train,0.9443181818181818,0.8456439393939394,0.6590909090909091,0.8787878787878788,0.7532467532467532,46,AFP
test,0.7163265306122448,0.7642857142857142,0.6923076923076923,0.6428571428571429,0.6666666666666666,46,AFP
train,0.9231060606060606,0.8465909090909092,0.7297297297297297,0.8181818181818182,0.7714285714285715,47,AFP
test,0.8295918367346939,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,47,AFP
train,0.9382575757575757,0.8456439393939394,0.6590909090909091,0.8787878787878788,0.7532467532467532,48,AFP
test,0.786734693877551,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,48,AFP
train,0.9191287878787879,0.8242424242424242,0.6363636363636364,0.8484848484848485,0.7272727272727273,49,AFP
test,0.8806122448979592,0.8500000000000001,0.6190476190476191,0.9285714285714286,0.742857142857143,49,AFP
train,0.928030303030303,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,50,AFP
test,0.8204081632653062,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,50,AFP
train,0.9500000000000001,0.8706439393939394,0.725,0.8787878787878788,0.7945205479452054,51,AFP
test,0.689795918367347,0.7285714285714286,0.5263157894736842,0.7142857142857143,0.6060606060606061,51,AFP
train,0.9581439393939394,0.8732954545454545,0.6976744186046512,0.9090909090909091,0.7894736842105263,52,AFP
test,0.6673469387755102,0.6928571428571428,0.6363636363636364,0.5,0.56,52,AFP
train,0.9517045454545454,0.8617424242424243,0.7368421052631579,0.8484848484848485,0.7887323943661972,53,AFP
test,0.7357142857142855,0.7642857142857142,0.55,0.7857142857142857,0.6470588235294117,53,AFP
train,0.9259469696969698,0.8268939393939394,0.6170212765957447,0.8787878787878788,0.7250000000000001,54,AFP
test,0.8510204081632653,0.8,0.5714285714285714,0.8571428571428571,0.6857142857142857,54,AFP
train,0.9251893939393939,0.8304924242424243,0.6511627906976745,0.8484848484848485,0.736842105263158,55,AFP
test,0.8244897959183674,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,55,AFP
train,0.944318181818182,0.8831439393939393,0.7631578947368421,0.8787878787878788,0.8169014084507042,56,AFP
test,0.7377551020408164,0.6785714285714286,0.5833333333333334,0.5,0.5384615384615384,56,AFP
train,0.9346590909090909,0.8429924242424243,0.6829268292682927,0.8484848484848485,0.7567567567567567,57,AFP
test,0.8112244897959182,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,57,AFP
train,0.9270833333333334,0.8304924242424243,0.6511627906976745,0.8484848484848485,0.736842105263158,58,AFP
test,0.8438775510204081,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,58,AFP
train,0.9431818181818181,0.8643939393939394,0.7073170731707317,0.8787878787878788,0.7837837837837839,59,AFP
test,0.773469387755102,0.7571428571428571,0.5882352941176471,0.7142857142857143,0.6451612903225806,59,AFP
train,0.9181818181818182,0.821590909090909,0.6585365853658537,0.8181818181818182,0.7297297297297297,60,AFP
test,0.8683673469387756,0.8142857142857143,0.7692307692307693,0.7142857142857143,0.7407407407407408,60,AFP
train,0.9200757575757575,0.8153409090909092,0.6428571428571429,0.8181818181818182,0.7200000000000001,61,AFP
test,0.8714285714285714,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.7741935483870968,61,AFP
train,0.9554924242424242,0.8554924242424242,0.717948717948718,0.8484848484848485,0.7777777777777778,62,AFP
test,0.7397959183673469,0.7785714285714286,0.5789473684210527,0.7857142857142857,0.6666666666666667,62,AFP
train,0.93125,0.8242424242424242,0.6363636363636364,0.8484848484848485,0.7272727272727273,63,AFP
test,0.8214285714285714,0.7714285714285714,0.5217391304347826,0.8571428571428571,0.6486486486486486,63,AFP
train,0.9479166666666666,0.8857954545454545,0.7317073170731707,0.9090909090909091,0.8108108108108109,64,AFP
test,0.6867346938775509,0.7285714285714286,0.5263157894736842,0.7142857142857143,0.6060606060606061,64,AFP
train,0.9477272727272728,0.8607954545454546,0.6666666666666666,0.9090909090909091,0.7692307692307692,65,AFP
test,0.7673469387755102,0.7642857142857142,0.6923076923076923,0.6428571428571429,0.6666666666666666,65,AFP
train,0.9168560606060606,0.8153409090909092,0.6428571428571429,0.8181818181818182,0.7200000000000001,66,AFP
test,0.8846938775510204,0.8714285714285714,0.75,0.8571428571428571,0.7999999999999999,66,AFP
train,0.9,0.8028409090909091,0.6136363636363636,0.8181818181818182,0.7012987012987013,67,AFP
test,0.9204081632653062,0.8999999999999999,0.8571428571428571,0.8571428571428571,0.8571428571428571,67,AFP
train,0.9395833333333333,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,68,AFP
test,0.7836734693877551,0.7857142857142857,0.6666666666666666,0.7142857142857143,0.689655172413793,68,AFP
train,0.9270833333333334,0.8367424242424242,0.6666666666666666,0.8484848484848485,0.7466666666666666,69,AFP
test,0.8551020408163266,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,69,AFP
train,0.9176136363636364,0.8037878787878787,0.6756756756756757,0.7575757575757576,0.7142857142857142,70,AFP
test,0.9,0.8857142857142857,0.6363636363636364,1.0,0.7777777777777778,70,AFP
train,0.9244318181818182,0.8367424242424242,0.6666666666666666,0.8484848484848485,0.7466666666666666,71,AFP
test,0.8336734693877551,0.7785714285714286,0.75,0.6428571428571429,0.6923076923076924,71,AFP
train,0.9028409090909091,0.7965909090909091,0.6,0.8181818181818182,0.6923076923076923,72,AFP
test,0.9540816326530612,0.8999999999999999,0.8571428571428571,0.8571428571428571,0.8571428571428571,72,AFP
train,0.9407196969696969,0.8492424242424242,0.7,0.8484848484848485,0.7671232876712328,73,AFP
test,0.7979591836734693,0.7928571428571429,0.6111111111111112,0.7857142857142857,0.6875000000000001,73,AFP
train,0.9285984848484847,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,74,AFP
test,0.860204081632653,0.8285714285714285,0.631578947368421,0.8571428571428571,0.7272727272727273,74,AFP
train,0.9486742424242425,0.8554924242424242,0.717948717948718,0.8484848484848485,0.7777777777777778,75,AFP
test,0.8,0.7642857142857142,0.55,0.7857142857142857,0.6470588235294117,75,AFP
train,0.9435606060606061,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,76,AFP
test,0.7520408163265305,0.7714285714285715,0.625,0.7142857142857143,0.6666666666666666,76,AFP
train,0.9668560606060606,0.8893939393939394,0.7837837837837838,0.8787878787878788,0.8285714285714285,77,AFP
test,0.6418367346938776,0.6571428571428571,0.47058823529411764,0.5714285714285714,0.5161290322580646,77,AFP
train,0.9357954545454545,0.8304924242424243,0.6511627906976745,0.8484848484848485,0.736842105263158,78,AFP
test,0.8102040816326531,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,78,AFP
train,0.9625,0.8857954545454545,0.7317073170731707,0.9090909090909091,0.8108108108108109,79,AFP
test,0.6959183673469387,0.6928571428571428,0.5,0.6428571428571429,0.5625000000000001,79,AFP
train,0.9229166666666666,0.8189393939393939,0.6842105263157895,0.7878787878787878,0.732394366197183,80,AFP
test,0.8530612244897959,0.7857142857142857,0.6666666666666666,0.7142857142857143,0.689655172413793,80,AFP
train,0.9303030303030303,0.8367424242424242,0.6666666666666666,0.8484848484848485,0.7466666666666666,81,AFP
test,0.8397959183673469,0.8071428571428572,0.6470588235294118,0.7857142857142857,0.7096774193548386,81,AFP
train,0.9102272727272727,0.8242424242424242,0.6363636363636364,0.8484848484848485,0.7272727272727273,82,AFP
test,0.8346938775510203,0.8714285714285714,0.75,0.8571428571428571,0.7999999999999999,82,AFP
train,0.9369318181818181,0.8403409090909091,0.7105263157894737,0.8181818181818182,0.7605633802816901,83,AFP
